Brix R411_Value,pH R411_Value,Total cell count R411_Value,Budding ratio R411_Value,TSAI R411_Value,%Alcohol R411_Value,%Acidity R411_Value,Temp. R411_Value,level R411_Value,viable cell count R411_Value
4.900000095367432,4.699999809265137,600.0,60.41666793823242,0.0,4.199999809265137,0.5,31.44998836517334,310.0166564941406,95.83333587646484
4.850000143051147,4.699999809265137,568.75,66.25484657287598,0.0,4.199999809265137,0.5,31.02540588378906,310.0534423828125,96.70848846435547
4.800000190734863,4.699999809265137,537.5,72.09302520751953,0.0,4.199999809265137,0.5,31.3361177444458,310.0902282714844,97.5836410522461
5.050000190734863,4.699999809265137,618.75,73.54651260375977,0.0,4.299999952316284,0.5,31.64682960510254,310.1270141601562,97.00610733032227
5.300000190734863,4.699999809265137,700.0,75.0,0.0,4.400000095367432,0.5,31.95754146575928,310.1836090087891,96.42857360839844
5.150000095367432,4.699999809265137,718.75,74.78813552856445,0.0,4.450000047683716,0.5,32.26825332641602,310.2402038574219,96.5205192565918
5.0,4.699999809265137,737.5,74.5762710571289,0.0,4.5,0.5,32.40024439493815,310.2967987060547,96.61246490478516
5.199999809265137,4.699999809265137,637.5,54.90196228027344,0.0,4.5,0.5,32.53223546346029,310.3533935546875,97.9623794555664
5.166666507720947,4.699999809265137,652.0833333333334,55.56155268351237,0.0,4.533333301544189,0.5,32.66422653198242,310.4099884033203,97.4178949991862
5.133333206176758,4.699999809265137,666.6666666666666,56.2211430867513,0.0,4.566666603088379,0.5,32.82215728759765,310.4665832519531,96.87341054280598
5.099999904632568,4.699999809265137,681.25,56.88073348999023,0.0,4.599999904632568,0.5,32.98008804321289,310.3852233886719,96.32892608642578
5.200000047683716,4.75,646.875,58.03220367431641,0.0,4.599999904632568,0.5,33.13801879882813,310.3038635253906,97.1041030883789
5.300000190734863,4.800000190734863,612.5,59.18367385864258,0.0,4.599999904632568,0.5,33.29594955444336,310.2136688232422,97.87928009033203
5.200000047683716,4.75,653.125,61.12336921691895,0.0,4.75,0.5,33.45388031005859,310.1234741210938,98.0030403137207
5.099999904632568,4.699999809265137,693.75,63.06306457519531,0.0,4.900000095367432,0.5,33.40947647094727,310.0332794189453,98.12680053710938
5.200000047683716,4.5,678.125,65.4937973022461,0.0,4.75,0.5,33.36507263183594,309.9430847167969,97.17803192138672
5.300000190734863,4.300000190734863,662.5,67.92453002929688,0.0,4.599999904632568,0.5,33.32066879272461,309.9105407714844,96.22926330566406
5.300000190734863,4.300000190734863,625.0,58.0,0.0,4.5,0.5,33.27626495361328,309.8779968261719,96.0
5.300000190734863,4.300000190734863,612.5,62.33333206176758,0.0,4.450000047683716,0.5,33.23186111450195,309.8454528808594,95.91666793823242
5.300000190734863,4.300000190734863,600.0,66.66666412353516,0.0,4.400000095367432,0.5,32.94804382324219,309.8129089355469,95.83333587646484
5.366666793823242,4.366666793823242,600.0,65.27777608235677,0.0,4.433333396911621,0.5,32.66422653198242,309.7803649902344,96.55555725097656
5.433333396911621,4.433333396911621,600.0,63.88888804117838,0.0,4.466666698455811,0.5,32.38040924072266,309.8670272827148,97.27777862548828
5.5,4.5,600.0,62.5,0.0,4.5,0.5,32.56122817993164,309.9536895751953,98.0
5.400000095367432,4.5,612.5,57.14285659790039,0.0,4.5,0.5,32.74204711914062,310.0403518676758,97.87928009033203
5.25,4.5,628.125,62.55201148986816,0.0,4.700000047683716,0.5,32.92286605834961,310.1270141601562,97.46448516845703
5.099999904632568,4.5,643.75,67.96116638183594,0.0,4.900000095367432,0.5,33.1036849975586,310.1270141601562,97.04969024658203
5.099999904632568,4.5,620.8333333333334,69.22048695882161,0.0,4.733333428700765,0.5,33.28450393676758,310.1270141601562,97.3374735514323
5.099999904632568,4.5,597.9166666666666,70.4798075358073,0.0,4.566666762034099,0.5,33.15690040588379,310.1270141601562,97.62525685628255
5.099999904632568,4.5,575.0,71.73912811279297,0.0,4.400000095367432,0.5,33.029296875,310.0902282714844,97.91304016113281
5.300000190734863,4.5,562.5,57.77777862548828,0.0,4.5,0.5016666650772095,32.90169334411621,310.0534423828125,95.55950164794922
5.150000095367432,4.5,550.0,60.28423881530762,0.0,4.450000047683716,0.503333330154419,32.77408981323242,310.0166564941406,96.57157135009766
5.0,4.5,537.5,62.79069900512695,0.0,4.400000095367432,0.5049999952316284,32.77408981323242,309.9798706054688,97.5836410522461
5.150000095367432,4.5,540.625,64.72868156433105,0.0,4.400000095367432,0.5066666603088379,32.77408981323242,309.9430847167969,97.04549789428711
5.300000190734863,4.5,543.75,66.66666412353516,0.0,4.400000095367432,0.5083333253860474,32.77408981323242,310.00439453125,96.50735473632812
5.200000127156575,4.5,570.8333333333334,68.44444274902344,0.0,4.533333460489909,0.5099999904632568,32.77408981323242,310.0657043457031,97.35157012939453
5.100000063578288,4.5,597.9166666666666,70.22222137451172,0.0,4.666666825612386,0.5116666555404663,33.00068664550781,310.1270141601562,98.19578552246094
5.0,4.5,625.0,72.0,0.0,4.800000190734863,0.5133333206176758,33.2272834777832,310.0810317993164,99.04000091552734
4.950000047683716,4.5,615.625,65.89690780639648,0.0,4.700000047683716,0.5149999856948853,33.45388031005859,310.0350494384766,97.45729446411133
4.900000095367432,4.5,606.25,59.79381561279297,0.0,4.599999904632568,0.5166666507720947,33.38292598724365,309.9890670776367,95.87458801269531
5.299999952316284,4.549999952316284,590.625,57.07081985473633,0.0,4.5,0.5183333158493042,33.31197166442871,309.9430847167969,96.28511810302734
